"File created on Friday, 18th November 2022.",,,,,,,,,,,,,,,,,,,,,,,,,,
This information is provided as is. Please let us know of any mistakes or inaccuracies.,,,,,,,,,,,,,,,,,,,,,,,,,,
Question Name:,URL:,Book Name?,Master Maths?,Replaced?,Subject(s):,Field(s):,Topic(s):,Number of Parts:,1st Stage:,1st Difficulty:,2nd Stage:,2nd Difficulty:,Contains Show/Hide Q?,Contains Single Choice Q?,Contains Multiple Choice Q?,Contains Numeric Q?,Contains Symbolic Q?,Contains Symbolic Chemistry Q?,Contains Cloze Text Q?,Contains Reorder Items Q?,Contains Graph Sketching Q?,Has Video?,Has Diagram?,Related Questions:,Related Concepts:,Notes:
Essential Pre-Uni Physics H3.5,https://isaacphysics.org/questions/phys19_h3_q5,A Level Physics (3rd Edition),N,,Physics,Fields,Electric Fields,1,A Level,Practice 1,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics H3.1, Essential Pre-Uni Physics H3.2, Essential Pre-Uni Physics H3.3, Essential Pre-Uni Physics H3.4, Essential Pre-Uni Physics H3.6, Essential Pre-Uni Physics H3.7",,
Essential Pre-Uni Physics H3.6,https://isaacphysics.org/questions/phys19_h3_q6,A Level Physics (3rd Edition),N,,Physics,Fields,Electric Fields,1,A Level,Practice 1,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics H3.1, Essential Pre-Uni Physics H3.2, Essential Pre-Uni Physics H3.3, Essential Pre-Uni Physics H3.4, Essential Pre-Uni Physics H3.5, Essential Pre-Uni Physics H3.7",,
Essential Pre-Uni Physics H3.7,https://isaacphysics.org/questions/phys19_h3_q7,A Level Physics (3rd Edition),N,,Physics,Fields,Electric Fields,1,A Level,Practice 1,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics H3.1, Essential Pre-Uni Physics H3.2, Essential Pre-Uni Physics H3.3, Essential Pre-Uni Physics H3.4, Essential Pre-Uni Physics H3.5, Essential Pre-Uni Physics H3.6",,
Essential Pre-Uni Physics H4.1,https://isaacphysics.org/questions/phys19_h4_q1,A Level Physics (3rd Edition),N,,Physics,Fields,Magnetic Fields,4,A Level,Practice 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics H4.2, Essential Pre-Uni Physics H4.3, Essential Pre-Uni Physics H4.4, Essential Pre-Uni Physics H4.5, Essential Pre-Uni Physics H4.6",,
Essential Pre-Uni Physics H4.2,https://isaacphysics.org/questions/phys19_h4_q2,A Level Physics (3rd Edition),N,,Physics,Fields,Magnetic Fields,1,A Level,Practice 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics H4.1, Essential Pre-Uni Physics H4.3, Essential Pre-Uni Physics H4.4, Essential Pre-Uni Physics H4.5, Essential Pre-Uni Physics H4.6",,
Essential Pre-Uni Physics H4.3,https://isaacphysics.org/questions/phys19_h4_q3,A Level Physics (3rd Edition),N,,Physics,Fields,Magnetic Fields,1,A Level,Practice 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics H4.1, Essential Pre-Uni Physics H4.2, Essential Pre-Uni Physics H4.4, Essential Pre-Uni Physics H4.5, Essential Pre-Uni Physics H4.6",,
Essential Pre-Uni Physics H4.4,https://isaacphysics.org/questions/phys19_h4_q4,A Level Physics (3rd Edition),N,,Physics,Fields,Magnetic Fields,1,A Level,Practice 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics H4.1, Essential Pre-Uni Physics H4.2, Essential Pre-Uni Physics H4.3, Essential Pre-Uni Physics H4.5, Essential Pre-Uni Physics H4.6",,
Essential Pre-Uni Physics H4.5,https://isaacphysics.org/questions/phys19_h4_q5,A Level Physics (3rd Edition),N,,Physics,Fields,Magnetic Fields,2,A Level,Challenge 2,-,-,N,Y,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics H4.1, Essential Pre-Uni Physics H4.2, Essential Pre-Uni Physics H4.3, Essential Pre-Uni Physics H4.4, Essential Pre-Uni Physics H4.6",,
Essential Pre-Uni Physics H4.6,https://isaacphysics.org/questions/phys19_h4_q6,A Level Physics (3rd Edition),N,,Physics,Fields,Magnetic Fields,1,A Level,Challenge 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics H4.1, Essential Pre-Uni Physics H4.2, Essential Pre-Uni Physics H4.3, Essential Pre-Uni Physics H4.4, Essential Pre-Uni Physics H4.5",,
Essential Pre-Uni Physics H5.1,https://isaacphysics.org/questions/phys19_h5_q1,A Level Physics (3rd Edition),N,,Physics,Fields,Magnetic Fields,3,A Level,Practice 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics H5.2, Essential Pre-Uni Physics H5.3",,
Essential Pre-Uni Physics H5.2,https://isaacphysics.org/questions/phys19_h5_q2,A Level Physics (3rd Edition),N,,Physics,Fields,Magnetic Fields,2,A Level,Practice 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics H5.1, Essential Pre-Uni Physics H5.3",,
Essential Pre-Uni Physics H5.3,https://isaacphysics.org/questions/phys19_h5_q3,A Level Physics (3rd Edition),N,,Physics,Fields,Magnetic Fields,1,A Level,Challenge 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics H5.1, Essential Pre-Uni Physics H5.2",,
Essential Pre-Uni Physics H6.1,https://isaacphysics.org/questions/phys19_h6_q1,A Level Physics (3rd Edition),N,,Physics,Fields,Magnetic Fields,4,A Level,Practice 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics H6.2, Essential Pre-Uni Physics H6.3, Essential Pre-Uni Physics H6.4",,
Essential Pre-Uni Physics H6.2,https://isaacphysics.org/questions/phys19_h6_q2,A Level Physics (3rd Edition),N,,Physics,Fields,Magnetic Fields,1,A Level,Challenge 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics H6.1, Essential Pre-Uni Physics H6.3, Essential Pre-Uni Physics H6.4",,
Essential Pre-Uni Physics H6.3,https://isaacphysics.org/questions/phys19_h6_q3,A Level Physics (3rd Edition),N,,Physics,Fields,Magnetic Fields,1,A Level,Challenge 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics H6.1, Essential Pre-Uni Physics H6.2, Essential Pre-Uni Physics H6.4",,
Essential Pre-Uni Physics H6.4,https://isaacphysics.org/questions/phys19_h6_q4,A Level Physics (3rd Edition),N,,Physics,Fields,Magnetic Fields,2,A Level,Challenge 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics H6.1, Essential Pre-Uni Physics H6.2, Essential Pre-Uni Physics H6.3",,
Essential Pre-Uni Physics H7.1,https://isaacphysics.org/questions/phys19_h7_q1,A Level Physics (3rd Edition),N,,Physics,Fields,Magnetic Fields,2,A Level,Practice 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics H7.2, Essential Pre-Uni Physics H7.3, Essential Pre-Uni Physics H7.4, Essential Pre-Uni Physics H7.5, Essential Pre-Uni Physics H7.6, Essential Pre-Uni Physics H7.7",,
Essential Pre-Uni Physics H7.2,https://isaacphysics.org/questions/phys19_h7_q2,A Level Physics (3rd Edition),N,,Physics,Fields,Magnetic Fields,1,A Level,Practice 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics H7.1, Essential Pre-Uni Physics H7.3, Essential Pre-Uni Physics H7.4, Essential Pre-Uni Physics H7.5, Essential Pre-Uni Physics H7.6, Essential Pre-Uni Physics H7.7",,
Essential Pre-Uni Physics H7.3,https://isaacphysics.org/questions/phys19_h7_q3,A Level Physics (3rd Edition),N,,Physics,Fields,Magnetic Fields,1,A Level,Practice 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics H7.1, Essential Pre-Uni Physics H7.2, Essential Pre-Uni Physics H7.4, Essential Pre-Uni Physics H7.5, Essential Pre-Uni Physics H7.6, Essential Pre-Uni Physics H7.7",,
Essential Pre-Uni Physics H7.4,https://isaacphysics.org/questions/phys19_h7_q4,A Level Physics (3rd Edition),N,,Physics,Fields,Magnetic Fields,2,A Level,Practice 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics H7.1, Essential Pre-Uni Physics H7.2, Essential Pre-Uni Physics H7.3, Essential Pre-Uni Physics H7.5, Essential Pre-Uni Physics H7.6, Essential Pre-Uni Physics H7.7",,
Essential Pre-Uni Physics H7.5,https://isaacphysics.org/questions/phys19_h7_q5,A Level Physics (3rd Edition),N,,Physics,Fields,Magnetic Fields,2,A Level,Practice 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics H7.1, Essential Pre-Uni Physics H7.2, Essential Pre-Uni Physics H7.3, Essential Pre-Uni Physics H7.4, Essential Pre-Uni Physics H7.6, Essential Pre-Uni Physics H7.7",,
Essential Pre-Uni Physics H7.6,https://isaacphysics.org/questions/phys19_h7_q6,A Level Physics (3rd Edition),N,,Physics,Fields,Magnetic Fields,3,A Level,Practice 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics H7.1, Essential Pre-Uni Physics H7.2, Essential Pre-Uni Physics H7.3, Essential Pre-Uni Physics H7.4, Essential Pre-Uni Physics H7.5, Essential Pre-Uni Physics H7.7",,
Essential Pre-Uni Physics H7.7,https://isaacphysics.org/questions/phys19_h7_q7,A Level Physics (3rd Edition),N,,Physics,Fields,Magnetic Fields,1,A Level,Challenge 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics H7.1, Essential Pre-Uni Physics H7.2, Essential Pre-Uni Physics H7.3, Essential Pre-Uni Physics H7.4, Essential Pre-Uni Physics H7.5, Essential Pre-Uni Physics H7.6",,
Essential Pre-Uni Physics H8.1,https://isaacphysics.org/questions/phys19_h8_q1,A Level Physics (3rd Edition),N,,Physics,Fields,Magnetic Fields,2,A Level,Practice 2,GCSE,Practice 2,N,Y,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics H8.2, Essential Pre-Uni Physics H8.3, Essential Pre-Uni Physics H8.4, Essential Pre-Uni Physics H8.5, Essential Pre-Uni Physics H8.6, Essential Pre-Uni Physics H8.7, Essential Pre-Uni Physics H8.8, Essential Pre-Uni Physics H8.9, Essential Pre-Uni Physics H8.10",,
Essential Pre-Uni Physics H8.10,https://isaacphysics.org/questions/phys19_h8_q10,A Level Physics (3rd Edition),N,,Physics,Fields,Magnetic Fields,1,A Level,Challenge 2,GCSE,Challenge 2,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics H8.1, Essential Pre-Uni Physics H8.2, Essential Pre-Uni Physics H8.3, Essential Pre-Uni Physics H8.4, Essential Pre-Uni Physics H8.5, Essential Pre-Uni Physics H8.6, Essential Pre-Uni Physics H8.7, Essential Pre-Uni Physics H8.8, Essential Pre-Uni Physics H8.9",,
Essential Pre-Uni Physics H8.2,https://isaacphysics.org/questions/phys19_h8_q2,A Level Physics (3rd Edition),N,,Physics,Fields,Magnetic Fields,2,A Level,Practice 2,GCSE,Practice 2,N,Y,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics H8.1, Essential Pre-Uni Physics H8.3, Essential Pre-Uni Physics H8.4, Essential Pre-Uni Physics H8.5, Essential Pre-Uni Physics H8.6, Essential Pre-Uni Physics H8.7, Essential Pre-Uni Physics H8.8, Essential Pre-Uni Physics H8.9, Essential Pre-Uni Physics H8.10",,
Essential Pre-Uni Physics H8.3,https://isaacphysics.org/questions/phys19_h8_q3,A Level Physics (3rd Edition),N,,Physics,Fields,Magnetic Fields,2,A Level,Practice 2,GCSE,Practice 2,N,Y,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics H8.1, Essential Pre-Uni Physics H8.2, Essential Pre-Uni Physics H8.4, Essential Pre-Uni Physics H8.5, Essential Pre-Uni Physics H8.6, Essential Pre-Uni Physics H8.7, Essential Pre-Uni Physics H8.8, Essential Pre-Uni Physics H8.9, Essential Pre-Uni Physics H8.10",,
Essential Pre-Uni Physics H8.4,https://isaacphysics.org/questions/phys19_h8_q4,A Level Physics (3rd Edition),N,,Physics,Fields,Magnetic Fields,2,A Level,Practice 2,GCSE,Practice 2,N,Y,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics H8.1, Essential Pre-Uni Physics H8.2, Essential Pre-Uni Physics H8.3, Essential Pre-Uni Physics H8.5, Essential Pre-Uni Physics H8.6, Essential Pre-Uni Physics H8.7, Essential Pre-Uni Physics H8.8, Essential Pre-Uni Physics H8.9, Essential Pre-Uni Physics H8.10",,
Essential Pre-Uni Physics H8.5,https://isaacphysics.org/questions/phys19_h8_q5,A Level Physics (3rd Edition),N,,Physics,Fields,Magnetic Fields,2,A Level,Practice 2,GCSE,Practice 2,N,Y,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics H8.1, Essential Pre-Uni Physics H8.2, Essential Pre-Uni Physics H8.3, Essential Pre-Uni Physics H8.4, Essential Pre-Uni Physics H8.6, Essential Pre-Uni Physics H8.7, Essential Pre-Uni Physics H8.8, Essential Pre-Uni Physics H8.9, Essential Pre-Uni Physics H8.10",,
Essential Pre-Uni Physics H8.6,https://isaacphysics.org/questions/phys19_h8_q6,A Level Physics (3rd Edition),N,,Physics,Fields,Magnetic Fields,1,A Level,Practice 2,GCSE,Practice 2,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics H8.1, Essential Pre-Uni Physics H8.2, Essential Pre-Uni Physics H8.3, Essential Pre-Uni Physics H8.4, Essential Pre-Uni Physics H8.5, Essential Pre-Uni Physics H8.7, Essential Pre-Uni Physics H8.8, Essential Pre-Uni Physics H8.9, Essential Pre-Uni Physics H8.10",,
Essential Pre-Uni Physics H8.7,https://isaacphysics.org/questions/phys19_h8_q7,A Level Physics (3rd Edition),N,,Physics,Fields,Magnetic Fields,1,A Level,Practice 2,GCSE,Practice 2,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics H8.1, Essential Pre-Uni Physics H8.2, Essential Pre-Uni Physics H8.3, Essential Pre-Uni Physics H8.4, Essential Pre-Uni Physics H8.5, Essential Pre-Uni Physics H8.6, Essential Pre-Uni Physics H8.8, Essential Pre-Uni Physics H8.9, Essential Pre-Uni Physics H8.10",,
Essential Pre-Uni Physics H8.8,https://isaacphysics.org/questions/phys19_h8_q8,A Level Physics (3rd Edition),N,,Physics,Fields,Magnetic Fields,1,A Level,Practice 2,GCSE,Practice 2,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics H8.1, Essential Pre-Uni Physics H8.2, Essential Pre-Uni Physics H8.3, Essential Pre-Uni Physics H8.4, Essential Pre-Uni Physics H8.5, Essential Pre-Uni Physics H8.6, Essential Pre-Uni Physics H8.7, Essential Pre-Uni Physics H8.9, Essential Pre-Uni Physics H8.10",,
Essential Pre-Uni Physics H8.9,https://isaacphysics.org/questions/phys19_h8_q9,A Level Physics (3rd Edition),N,,Physics,Fields,Magnetic Fields,1,A Level,Practice 2,GCSE,Challenge 2,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics H8.1, Essential Pre-Uni Physics H8.2, Essential Pre-Uni Physics H8.3, Essential Pre-Uni Physics H8.4, Essential Pre-Uni Physics H8.5, Essential Pre-Uni Physics H8.6, Essential Pre-Uni Physics H8.7, Essential Pre-Uni Physics H8.8, Essential Pre-Uni Physics H8.10",,
Essential Pre-Uni Physics H9.1,https://isaacphysics.org/questions/phys19_h9_q1,A Level Physics (3rd Edition),N,,Physics,Fields,Electric Fields,2,A Level,Practice 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics H9.2, Essential Pre-Uni Physics H9.3, Essential Pre-Uni Physics H9.4, Essential Pre-Uni Physics H9.5, Essential Pre-Uni Physics H9.6, Essential Pre-Uni Physics H9.7, Essential Pre-Uni Physics H9.8",,
Essential Pre-Uni Physics H9.2,https://isaacphysics.org/questions/phys19_h9_q2,A Level Physics (3rd Edition),N,,Physics,Fields,Electric Fields,1,A Level,Practice 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics H9.1, Essential Pre-Uni Physics H9.3, Essential Pre-Uni Physics H9.4, Essential Pre-Uni Physics H9.5, Essential Pre-Uni Physics H9.6, Essential Pre-Uni Physics H9.7, Essential Pre-Uni Physics H9.8",,
Essential Pre-Uni Physics H9.3,https://isaacphysics.org/questions/phys19_h9_q3,A Level Physics (3rd Edition),N,,Physics,Fields,Electric Fields,2,A Level,Practice 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics H9.1, Essential Pre-Uni Physics H9.2, Essential Pre-Uni Physics H9.4, Essential Pre-Uni Physics H9.5, Essential Pre-Uni Physics H9.6, Essential Pre-Uni Physics H9.7, Essential Pre-Uni Physics H9.8",,
Essential Pre-Uni Physics H9.4,https://isaacphysics.org/questions/phys19_h9_q4,A Level Physics (3rd Edition),N,,Physics,Fields,Electric Fields,1,A Level,Practice 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics H9.1, Essential Pre-Uni Physics H9.2, Essential Pre-Uni Physics H9.3, Essential Pre-Uni Physics H9.5, Essential Pre-Uni Physics H9.6, Essential Pre-Uni Physics H9.7, Essential Pre-Uni Physics H9.8",,
Essential Pre-Uni Physics H9.5,https://isaacphysics.org/questions/phys19_h9_q5,A Level Physics (3rd Edition),N,,Physics,Fields,Electric Fields,2,A Level,Practice 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics H9.1, Essential Pre-Uni Physics H9.2, Essential Pre-Uni Physics H9.3, Essential Pre-Uni Physics H9.4, Essential Pre-Uni Physics H9.6, Essential Pre-Uni Physics H9.7, Essential Pre-Uni Physics H9.8",,
Essential Pre-Uni Physics H9.6,https://isaacphysics.org/questions/phys19_h9_q6,A Level Physics (3rd Edition),N,,Physics,Fields,Electric Fields,1,A Level,Practice 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics H9.1, Essential Pre-Uni Physics H9.2, Essential Pre-Uni Physics H9.3, Essential Pre-Uni Physics H9.4, Essential Pre-Uni Physics H9.5, Essential Pre-Uni Physics H9.7, Essential Pre-Uni Physics H9.8",,
Essential Pre-Uni Physics H9.7,https://isaacphysics.org/questions/phys19_h9_q7,A Level Physics (3rd Edition),N,,Physics,Fields,Electric Fields,2,A Level,Challenge 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics H9.1, Essential Pre-Uni Physics H9.2, Essential Pre-Uni Physics H9.3, Essential Pre-Uni Physics H9.4, Essential Pre-Uni Physics H9.5, Essential Pre-Uni Physics H9.6, Essential Pre-Uni Physics H9.8",,
Essential Pre-Uni Physics H9.8,https://isaacphysics.org/questions/phys19_h9_q8,A Level Physics (3rd Edition),N,,Physics,Fields,Electric Fields,2,A Level,Challenge 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics H9.1, Essential Pre-Uni Physics H9.2, Essential Pre-Uni Physics H9.3, Essential Pre-Uni Physics H9.4, Essential Pre-Uni Physics H9.5, Essential Pre-Uni Physics H9.6, Essential Pre-Uni Physics H9.7",,
Essential Pre-Uni Physics I1.1,https://isaacphysics.org/questions/phys19_i1_q1,A Level Physics (3rd Edition),N,,Physics,Electricity,Capacitors,2,A Level,Practice 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics I1.2, Essential Pre-Uni Physics I1.3, Essential Pre-Uni Physics I1.4, Essential Pre-Uni Physics I1.5, Essential Pre-Uni Physics I1.6, Essential Pre-Uni Physics I1.7, Essential Pre-Uni Physics I1.8",,
Essential Pre-Uni Physics I1.2,https://isaacphysics.org/questions/phys19_i1_q2,A Level Physics (3rd Edition),N,,Physics,Electricity,Capacitors,2,A Level,Practice 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics I1.1, Essential Pre-Uni Physics I1.3, Essential Pre-Uni Physics I1.4, Essential Pre-Uni Physics I1.5, Essential Pre-Uni Physics I1.6, Essential Pre-Uni Physics I1.7, Essential Pre-Uni Physics I1.8",,
Essential Pre-Uni Physics I1.3,https://isaacphysics.org/questions/phys19_i1_q3,A Level Physics (3rd Edition),N,,Physics,Electricity,Capacitors,2,A Level,Practice 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics I1.1, Essential Pre-Uni Physics I1.2, Essential Pre-Uni Physics I1.4, Essential Pre-Uni Physics I1.5, Essential Pre-Uni Physics I1.6, Essential Pre-Uni Physics I1.7, Essential Pre-Uni Physics I1.8",,
Essential Pre-Uni Physics I1.4,https://isaacphysics.org/questions/phys19_i1_q4,A Level Physics (3rd Edition),N,,Physics,Electricity,Capacitors,2,A Level,Practice 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics I1.1, Essential Pre-Uni Physics I1.2, Essential Pre-Uni Physics I1.3, Essential Pre-Uni Physics I1.5, Essential Pre-Uni Physics I1.6, Essential Pre-Uni Physics I1.7, Essential Pre-Uni Physics I1.8",,
Essential Pre-Uni Physics I1.5,https://isaacphysics.org/questions/phys19_i1_q5,A Level Physics (3rd Edition),N,,Physics,Electricity,Capacitors,1,A Level,Practice 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics I1.1, Essential Pre-Uni Physics I1.2, Essential Pre-Uni Physics I1.3, Essential Pre-Uni Physics I1.4, Essential Pre-Uni Physics I1.6, Essential Pre-Uni Physics I1.7, Essential Pre-Uni Physics I1.8",,
Essential Pre-Uni Physics I1.6,https://isaacphysics.org/questions/phys19_i1_q6,A Level Physics (3rd Edition),N,,Physics,Electricity,Capacitors,1,A Level,Practice 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics I1.1, Essential Pre-Uni Physics I1.2, Essential Pre-Uni Physics I1.3, Essential Pre-Uni Physics I1.4, Essential Pre-Uni Physics I1.5, Essential Pre-Uni Physics I1.7, Essential Pre-Uni Physics I1.8",,
Essential Pre-Uni Physics I1.7,https://isaacphysics.org/questions/phys19_i1_q7,A Level Physics (3rd Edition),N,,Physics,Electricity,Capacitors,1,A Level,Practice 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics I1.1, Essential Pre-Uni Physics I1.2, Essential Pre-Uni Physics I1.3, Essential Pre-Uni Physics I1.4, Essential Pre-Uni Physics I1.5, Essential Pre-Uni Physics I1.6, Essential Pre-Uni Physics I1.8",,
Essential Pre-Uni Physics I1.8,https://isaacphysics.org/questions/phys19_i1_q8,A Level Physics (3rd Edition),N,,Physics,Electricity,Capacitors,1,A Level,Practice 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics I1.1, Essential Pre-Uni Physics I1.2, Essential Pre-Uni Physics I1.3, Essential Pre-Uni Physics I1.4, Essential Pre-Uni Physics I1.5, Essential Pre-Uni Physics I1.6, Essential Pre-Uni Physics I1.7",,
Essential Pre-Uni Physics I2.1,https://isaacphysics.org/questions/phys19_i2_q1,A Level Physics (3rd Edition),N,,Physics,Electricity,Capacitors,6,A Level,Practice 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics I2.2, Essential Pre-Uni Physics I2.3, Essential Pre-Uni Physics I2.4, Essential Pre-Uni Physics I2.5",,
Essential Pre-Uni Physics I2.2,https://isaacphysics.org/questions/phys19_i2_q2,A Level Physics (3rd Edition),N,,Physics,Electricity,Capacitors,1,A Level,Practice 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics I2.1, Essential Pre-Uni Physics I2.3, Essential Pre-Uni Physics I2.4, Essential Pre-Uni Physics I2.5",,
Essential Pre-Uni Physics I2.3,https://isaacphysics.org/questions/phys19_i2_q3,A Level Physics (3rd Edition),N,,Physics,Electricity,Capacitors,1,A Level,Practice 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics I2.1, Essential Pre-Uni Physics I2.2, Essential Pre-Uni Physics I2.4, Essential Pre-Uni Physics I2.5",,
Essential Pre-Uni Physics I2.4,https://isaacphysics.org/questions/phys19_i2_q4,A Level Physics (3rd Edition),N,,Physics,Electricity,Capacitors,1,A Level,Challenge 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics I2.1, Essential Pre-Uni Physics I2.2, Essential Pre-Uni Physics I2.3, Essential Pre-Uni Physics I2.5",,
Essential Pre-Uni Physics I2.5,https://isaacphysics.org/questions/phys19_i2_q5,A Level Physics (3rd Edition),N,,Physics,Electricity,Capacitors,1,A Level,Practice 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics I2.1, Essential Pre-Uni Physics I2.2, Essential Pre-Uni Physics I2.3, Essential Pre-Uni Physics I2.4",,
Essential Pre-Uni Physics I3.1,https://isaacphysics.org/questions/phys19_i3_q1,A Level Physics (3rd Edition),N,,Physics,Electricity,Capacitors,2,A Level,Practice 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics I3.2, Essential Pre-Uni Physics I3.3, Essential Pre-Uni Physics I3.4, Essential Pre-Uni Physics I3.5, Essential Pre-Uni Physics I3.6, Essential Pre-Uni Physics I3.7, Essential Pre-Uni Physics I3.8, Essential Pre-Uni Physics I3.9",,
Essential Pre-Uni Physics I3.2,https://isaacphysics.org/questions/phys19_i3_q2,A Level Physics (3rd Edition),N,,Physics,Electricity,Capacitors,2,A Level,Practice 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics I3.1, Essential Pre-Uni Physics I3.3, Essential Pre-Uni Physics I3.4, Essential Pre-Uni Physics I3.5, Essential Pre-Uni Physics I3.6, Essential Pre-Uni Physics I3.7, Essential Pre-Uni Physics I3.8, Essential Pre-Uni Physics I3.9",,
Essential Pre-Uni Physics I3.3,https://isaacphysics.org/questions/phys19_i3_q3,A Level Physics (3rd Edition),N,,Physics,Electricity,Capacitors,2,A Level,Practice 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics I3.1, Essential Pre-Uni Physics I3.2, Essential Pre-Uni Physics I3.4, Essential Pre-Uni Physics I3.5, Essential Pre-Uni Physics I3.6, Essential Pre-Uni Physics I3.7, Essential Pre-Uni Physics I3.8, Essential Pre-Uni Physics I3.9",,
Essential Pre-Uni Physics I3.4,https://isaacphysics.org/questions/phys19_i3_q4,A Level Physics (3rd Edition),N,,Physics,Electricity,Capacitors,2,A Level,Practice 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics I3.1, Essential Pre-Uni Physics I3.2, Essential Pre-Uni Physics I3.3, Essential Pre-Uni Physics I3.5, Essential Pre-Uni Physics I3.6, Essential Pre-Uni Physics I3.7, Essential Pre-Uni Physics I3.8, Essential Pre-Uni Physics I3.9",,
