"File created on Wednesday, 3rd May 2017.",,,,,,,,,,,,,,,,,,,,,
Question Name,URL:,Replaced?,Book Name,"University Preparation? (FastTrack)",Subject,Level,Field,Topic,Lesson,Pre-made Board,Number of Parts,Contains Show/Hide Q?,Contains Multi Choice Q?,Contains Numeric Q?,Contains Symbolic Q?,Has Hints?,Has Video?,Has Diagram?,Related Concepts,Related Questions,Notes
7l. Numerical Solutions,https://isaacphysics.org/questions/a2_ft_lower_7_num,,,Y,Maths,3,,,,,5,N,N,Y,N,Y,N,Y,,"Escaping from the Moon, Gravitational Field Strength, Mean Density of the Earth, Two Planets",
8l. Root Sign Changes,https://isaacphysics.org/questions/a2_ft_lower_8,,,Y,Maths,3,,,,,4,N,N,Y,N,N,N,N,,"Escaping from the Moon, Estimating Gravity, Field at the Surface of the Earth, Mean Density of the Earth, Two Planets",
9l. Iterative Methods,https://isaacphysics.org/questions/a2_ft_lower_9,,,Y,Maths,3,,,,,3,N,N,Y,N,N,N,N,,"Escaping from the Moon, Field at the Surface of the Earth, Gravitational Field Strength, Two Planets",
1. Finding Roots,https://isaacphysics.org/questions/fasttrack_core_1,,,Y,Maths,3,,,,,4,N,N,Y,N,N,N,N,,"Escaping from the Moon, Field at the Surface of the Earth, Gravitational Field Strength, Mean Density of the Earth",
10. Trigonometry and Bearings,https://isaacphysics.org/questions/fasttrack_core_10,,,Y,Maths,3,,,,,3,N,N,Y,N,N,N,N,,"Gravity of the Earth, Orbit of a Satellite",
2. Geometry,https://isaacphysics.org/questions/fasttrack_core_2,,,Y,Maths,3,,,,,6,N,Y,Y,N,N,N,N,,"Charged Stars, Estimating Gravity, Field at the Surface of the Earth, Gravitational Field Strength, Mean Density of the Earth, Test Rocket, Two Planets",
3. Curve sketching +,https://isaacphysics.org/questions/fasttrack_core_3,,,Y,Maths,3,,,,,6,N,N,Y,N,N,N,N,,"A Strange Planet, Hollow Planet, Modelling Earth's Gravity",
4. Sequences,https://isaacphysics.org/questions/fasttrack_core_4,,,Y,Maths,3,,,,,5,Y,N,Y,N,N,N,N,,Geometry and Inverse Square Laws,
5. Sketching and Logs,https://isaacphysics.org/questions/fasttrack_core_5,,,Y,Maths,3,,,,,3,Y,N,Y,N,Y,N,Y,,Fields around Magnets,
6. Integration,https://isaacphysics.org/questions/fasttrack_core_6,,,Y,Maths,3,,,,,2,Y,N,Y,N,N,N,N,,The Catapult Effect,
7. Graphical Solutions,https://isaacphysics.org/questions/fasttrack_core_7,,,Y,Maths,3,,,,,3,Y,N,Y,N,N,N,N,,"A Chain Sliding through a Tube, Three Cylinders, Three Spheres",
8. Series,https://isaacphysics.org/questions/fasttrack_core_8,,,Y,Maths,3,,,,,2,N,Y,N,N,N,N,N,,"A Chain Sliding through a Tube, Three Cylinders, Three Spheres",
9. Expansions,https://isaacphysics.org/questions/fasttrack_core_9,,,Y,Maths,3,,,,,3,N,N,Y,N,N,N,N,,Falling Balls,
1u. Exponentials,https://isaacphysics.org/questions/a2_ft_upper_1,,,Y,Maths,4,,,,,5,N,N,Y,N,N,N,N,,"A Hinged Rod, A Hinged Rod, A Uniform Ladder, A Uniform Ladder, Bead on a Wire, Leaning Ladder, Toppling Block, Trapdoor",
10u. Algebraic Division,https://isaacphysics.org/questions/a2_ft_upper_10_num,,,Y,Maths,4,,,,,3,N,Y,Y,N,N,N,N,,"A Hinged Rod, A Uniform Ladder, Bead on a Wire, Leaning Ladder, Toppling Block, Trapdoor",
11u. Trigonometry,https://isaacphysics.org/questions/a2_ft_upper_11_num,,,Y,Maths,4,,,,,8,N,N,Y,N,N,N,N,,"A Hinged Rod, A Uniform Ladder, Lamina on a Table, Shelf and Brackets, Toppling Block, Two Rods and a Hinge",
12u. Cosecant,https://isaacphysics.org/questions/a2_ft_upper_12_num,,,Y,Maths,4,,,,,3,Y,Y,Y,N,N,N,N,,"Festival Banner, Newton III, Pulley System, Tension in a Simple Pendulum",
13u. Secant,https://isaacphysics.org/questions/a2_ft_upper_13,,,Y,Maths,4,,,,,6,Y,N,Y,N,N,N,N,,"A Dense Rod, A Hinged Rod, A Hinged Rod, Rod and Circle",
14u. Cotangent,https://isaacphysics.org/questions/a2_ft_upper_14_num,,,Y,Maths,4,,,,,3,N,N,Y,N,N,N,N,,"Braking a Car, Cycling through Wind",
15u. Further Trig Identities,https://isaacphysics.org/questions/a2_ft_upper_15,,,Y,Maths,4,,,,,4,N,N,Y,N,N,N,N,,"Dropping a Mass on a Windmill, The Javelin Thrower",
16u. Compound Angles,https://isaacphysics.org/questions/a2_ft_upper_16_num,,,Y,Maths,4,,,,,4,N,Y,Y,N,N,N,N,,"A Damped Pendulum, Destroying the Moon, Pendulum in a Lift, Test of Strength",
17u. Double Angles,https://isaacphysics.org/questions/a2_ft_upper_17_num,,,Y,Maths,4,,,,,3,N,N,Y,N,N,N,N,,"Double Decker Bus, Trapdoor, Trapdoor Moment",
18u. Inverse Trig Functions,https://isaacphysics.org/questions/a2_ft_upper_18,,,Y,Maths,4,,,,,3,Y,Y,Y,N,N,N,N,,"A Hinged Rod, Angular Rod and Mass, Dropping a Mass on a Windmill, Festival Banner, Rod and Circle",
19u.Vectors,https://isaacphysics.org/questions/a2_ft_upper_19_num,,,Y,Maths,4,,,,,4,N,N,Y,N,N,N,N,,"Ice Roof, Superball, Two Rods and a Hinge",
2u. Logarithms,https://isaacphysics.org/questions/a2_ft_upper_2,,,Y,Maths,4,,,,,2,N,N,Y,N,N,N,N,,"A Hinged Rod, A Uniform Ladder, Child on a See-saw, Leaning Ladder",
20u. Vector Equations,https://isaacphysics.org/questions/a2_ft_upper_20,,,Y,Maths,4,,,,,2,N,N,Y,N,N,N,N,,"Moments of Inertia, Moments of Inertia, The Weighing Machine, Three Cylinders, Three Spheres",
21u. Scalar Product,https://isaacphysics.org/questions/a2_ft_upper_21_num,,,Y,Maths,4,,,,,3,N,Y,Y,N,N,N,N,,"Moments of Inertia, Moments of Inertia, Three Cylinders, Three Spheres",
22u. Vectors & Geometry,https://isaacphysics.org/questions/a2_ft_upper_22,,,Y,Maths,4,,,,,3,N,Y,Y,N,N,N,N,,"A Metal Block, Falling Masses, Rocket in Orbit, Two Cubes",
23u. Rational Functions,https://isaacphysics.org/questions/a2_ft_upper_23,,,Y,Maths,4,,,,,3,N,Y,Y,N,N,N,N,,"Action and Reaction Pairs, Newton III",
24u. Binomial Expansions,https://isaacphysics.org/questions/a2_ft_upper_24_num,,,Y,Maths,4,,,,,3,N,Y,Y,N,N,N,N,,"Parachuting to Earth, Two Cubes",
25u. Differentiation,https://isaacphysics.org/questions/a2_ft_upper_25_num,,,Y,Maths,4,,,,,1,N,N,Y,N,N,N,N,,"Motion at a Constant Speed, Shelf and Brackets",
26u. Integration,https://isaacphysics.org/questions/a2_ft_upper_26_num,,,Y,Maths,4,,,,,2,N,N,Y,N,N,N,N,,"Thinking about Friction, Trapdoor",
27u. Calculus with Trig,https://isaacphysics.org/questions/a2_ft_upper_27_num,,,Y,Maths,4,,,,,2,Y,N,Y,N,N,N,N,,"A Lifeboat, A Polar Bear Heading North, Swimming to a Boat",
28u. Implicit Curves,https://isaacphysics.org/questions/a2_ft_upper_28,,,Y,Maths,4,,,,,2,N,N,Y,N,N,N,N,,"Force of a Bouncing Ball, Three Cylinders, Three Spheres",
29u. Parametrics,https://isaacphysics.org/questions/a2_ft_upper_29_num,,,Y,Maths,4,,,,,4,N,N,Y,N,N,N,N,,"Discs on a Table, Three Cylinders, Two Rods and a Hinge",
3u. Functions,https://isaacphysics.org/questions/a2_ft_upper_3,,,Y,Maths,4,,,,,4,N,Y,Y,N,N,N,N,,"Discs on a Table, Three Cylinders, Two Rods and a Hinge",
30u. Chain Rule,https://isaacphysics.org/questions/a2_ft_upper_30,,,Y,Maths,4,,,,,2,N,N,Y,N,N,N,N,,"Road Collision, Rod and Circle, Two Rods and a Hinge",
31u. Products,https://isaacphysics.org/questions/a2_ft_upper_31_num,,,Y,Maths,4,,,,,2,N,N,Y,N,N,N,N,,"A Hinged Rod, Road Collision, Rod and Circle",
32u. Quotients,https://isaacphysics.org/questions/a2_ft_upper_32,,,Y,Maths,4,,,,,2,N,N,Y,N,N,N,N,,,
33u. By Substitution,https://isaacphysics.org/questions/a2_ft_upper_33_num,,,Y,Maths,4,,,,,2,N,N,Y,N,N,N,N,,,
34u. Standard Forms,https://isaacphysics.org/questions/a2_ft_upper_34_num,,,Y,Maths,4,,,,,3,N,N,Y,N,N,N,N,,,
35u. By Parts,https://isaacphysics.org/questions/a2_ft_upper_35,,,Y,Maths,4,,,,,1,N,N,Y,N,N,N,N,,,
36u. Volume of Revolution,https://isaacphysics.org/questions/a2_ft_upper_36_num,,,Y,Maths,4,,,,,2,N,Y,Y,N,N,N,N,,,
37u. First Order ODEs,https://isaacphysics.org/questions/a2_ft_upper_37_num,,,Y,Maths,4,,,,,2,N,Y,N,N,N,N,N,,,
38u. General Modelling,https://isaacphysics.org/questions/a2_ft_upper_38_num,,,Y,Maths,4,,,,,1,N,N,Y,N,N,N,N,,,
4u. Modulus,https://isaacphysics.org/questions/a2_ft_upper_4,,,Y,Maths,4,,,,,2,N,Y,Y,N,N,N,N,,,
5u. Inverses,https://isaacphysics.org/questions/a2_ft_upper_5,,,Y,Maths,4,,,,,7,N,Y,Y,N,N,N,N,,,
6u. Successive Transformations,https://isaacphysics.org/questions/a2_ft_upper_6,,,Y,Maths,4,,,,,5,Y,Y,Y,N,N,N,N,,,
7u. Numerical Solutions,https://isaacphysics.org/questions/a2_ft_upper_7,,,Y,Maths,4,,,,,3,Y,N,Y,N,N,N,N,,,
8u. Root Sign Changes,https://isaacphysics.org/questions/a2_ft_upper_8,,,Y,Maths,4,,,,,3,Y,N,Y,N,N,N,N,,,
9u. Iterative Method,https://isaacphysics.org/questions/a2_ft_upper_9,,,Y,Maths,4,,,,,3,Y,Y,Y,N,N,N,N,,,
1. Volume Integration,https://isaacphysics.org/questions/a2_ft_core_1,,,Y,Maths,5,,,,,2,N,Y,Y,N,N,N,N,,,
1. Volume Integration,https://isaacphysics.org/questions/a2_ft_core_1_sym,,,Y,Maths,5,,,,,2,N,N,Y,Y,N,N,N,,,
10. Integrals,https://isaacphysics.org/questions/a2_ft_core_10,,,Y,Maths,5,,,,,3,N,Y,Y,N,N,N,N,,,
2. Trigonometric Equations,https://isaacphysics.org/questions/a2_ft_core_2,,,Y,Maths,5,,,,,5,N,N,Y,N,N,N,N,,,
2. Trigonometric Equations,https://isaacphysics.org/questions/a2_ft_core_2_sym,,,Y,Maths,5,,,,,5,N,N,Y,Y,N,N,N,,,
3. Range of a Function,https://isaacphysics.org/questions/a2_ft_core_3,,,Y,Maths,5,,,,,3,N,Y,Y,N,N,N,N,,,
4. Triangular Pyramid,https://isaacphysics.org/questions/a2_ft_core_4,,,Y,Maths,5,,,,,5,N,Y,Y,N,Y,N,N,,,
5. Heating a Water Tank,https://isaacphysics.org/questions/a2_ft_core_5,,,Y,Maths,5,,,,,3,N,Y,Y,N,N,N,N,,,
6. Parametric Equations,https://isaacphysics.org/questions/a2_ft_core_6,,,Y,Maths,5,,,,,2,N,Y,N,N,N,N,N,,,
7: Solving Trig Equations,https://isaacphysics.org/questions/a2_ft_core_7,,,Y,Maths,5,,,,,4,N,N,Y,N,N,N,N,,"Charles' Law, Modelling Balloons, Under Pressure",
8. Estimations,https://isaacphysics.org/questions/a2_ft_core_8,,,Y,Maths,5,,,,,4,Y,Y,Y,N,N,N,N,,"An Indecisive Gas, Modelling Balloons, Under Pressure",
9. Quotients and Remainders,https://isaacphysics.org/questions/a2_ft_core_9,,,Y,Maths,5,,,,,4,N,Y,Y,N,N,N,N,,"An Indecisive Gas, Charles' Law, Modelling Balloons, Vacuum Balloon",
23. Trigonometric Functions,https://isaacphysics.org/questions/ft_upper_23,,,Y,Maths,,,,,,3,Y,N,Y,N,N,N,N,,"An Indecisive Gas, Charles' Law, Under Pressure",
A1.1,https://isaacphysics.org/questions/chem_16_a1_1,,Chemistry A-Level,N,Chemistry,,,,,,10,N,N,N,Y,N,N,N,,"An Indecisive Gas, Charles' Law, Under Pressure",
A1.2,https://isaacphysics.org/questions/chem_16_a1_2,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,N,Y,N,N,N,,,
A1.3,https://isaacphysics.org/questions/chem_16_a1_3,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,N,Y,N,N,N,,,
A2.1,https://isaacphysics.org/questions/chem_16_a2_1,,Chemistry A-Level,N,Chemistry,,,,,,1,N,Y,N,N,N,N,N,,"Force of a Bouncing Ball, The Bouncing Ball",
A2.2,https://isaacphysics.org/questions/chem_16_a2_2,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,,
A2.3,https://isaacphysics.org/questions/chem_16_a2_3,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,,
A2.4,https://isaacphysics.org/questions/chem_16_a2_4,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,"Ball Suspended by a Thread, Human Tower",
A2.5,https://isaacphysics.org/questions/chem_16_a2_5,,Chemistry A-Level,N,Chemistry,,,,,,4,N,N,Y,N,N,N,N,,,
A2.6,https://isaacphysics.org/questions/chem_16_a2_6,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,N,Y,N,N,N,,"Space Justice, Triangular Flying Course",
A2.7,https://isaacphysics.org/questions/chem_16_a2_7,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,N,Y,N,N,N,,,
B1.1,https://isaacphysics.org/questions/chem_16_b1_1,,Chemistry A-Level,N,Chemistry,,,,,,30,N,N,Y,N,N,N,N,,,
B2.1,https://isaacphysics.org/questions/chem_16_b2_1,,Chemistry A-Level,N,Chemistry,,,,,,10,N,N,Y,N,N,N,N,,,
B2.2,https://isaacphysics.org/questions/chem_16_b2_2,,Chemistry A-Level,N,Chemistry,,,,,,5,N,N,Y,N,N,N,N,,,
B2.3,https://isaacphysics.org/questions/chem_16_b2_3,,Chemistry A-Level,N,Chemistry,,,,,,10,N,N,Y,N,N,N,N,,"Symmetry and Centre of Mass, Walking up a Hill",
B2.4,https://isaacphysics.org/questions/chem_16_b2_4,,Chemistry A-Level,N,Chemistry,,,,,,8,N,N,Y,N,N,N,N,,"Symmetry and Centre of Mass, Walking up a Hill",
B3.1,https://isaacphysics.org/questions/chem_16_b3_1,,Chemistry A-Level,N,Chemistry,,,,,,6,N,N,Y,N,N,N,N,,,
B3.2,https://isaacphysics.org/questions/chem_16_b3_2,,Chemistry A-Level,N,Chemistry,,,,,,4,N,N,Y,N,N,N,N,,,
B3.3,https://isaacphysics.org/questions/chem_16_b3_3,,Chemistry A-Level,N,Chemistry,,,,,,2,N,N,Y,N,N,N,N,,,
B3.4,https://isaacphysics.org/questions/chem_16_b3_4,,Chemistry A-Level,N,Chemistry,,,,,,4,N,N,Y,N,N,N,N,,,
B3.5,https://isaacphysics.org/questions/chem_16_b3_5,,Chemistry A-Level,N,Chemistry,,,,,,3,N,N,Y,N,N,N,N,,,
B4.1,https://isaacphysics.org/questions/chem_16_b4_1,,Chemistry A-Level,N,Chemistry,,,,,,10,N,N,Y,N,N,N,N,,,
B4.2,https://isaacphysics.org/questions/chem_16_b4_2,,Chemistry A-Level,N,Chemistry,,,,,,6,N,N,Y,N,N,N,N,,,
B4.3,https://isaacphysics.org/questions/chem_16_b4_3,,Chemistry A-Level,N,Chemistry,,,,,,6,N,N,Y,N,N,N,N,,,
B5.1,https://isaacphysics.org/questions/chem_16_b5_1,,Chemistry A-Level,N,Chemistry,,,,,,5,N,N,Y,N,N,N,N,,,
B5.2,https://isaacphysics.org/questions/chem_16_b5_2,,Chemistry A-Level,N,Chemistry,,,,,,7,N,N,Y,N,N,N,N,,,
B6.1,https://isaacphysics.org/questions/chem_16_b6_1,,Chemistry A-Level,N,Chemistry,,,,,,10,N,N,Y,N,N,N,N,,,
B6.2,https://isaacphysics.org/questions/chem_16_b6_2,,Chemistry A-Level,N,Chemistry,,,,,,5,N,N,Y,N,N,N,N,,,
B6.3,https://isaacphysics.org/questions/chem_16_b6_3,,Chemistry A-Level,N,Chemistry,,,,,,6,N,N,Y,N,N,N,N,,,
B6.4,https://isaacphysics.org/questions/chem_16_b6_4,,Chemistry A-Level,N,Chemistry,,,,,,5,N,N,Y,N,N,N,N,,,
B7.1,https://isaacphysics.org/questions/chem_16_b7_1,,Chemistry A-Level,N,Chemistry,,,,,,2,N,Y,Y,N,N,N,N,,,
B7.2,https://isaacphysics.org/questions/chem_16_b7_2,,Chemistry A-Level,N,Chemistry,,,,,,13,N,N,Y,Y,N,N,N,,,
B7.3,https://isaacphysics.org/questions/chem_16_b7_3,,Chemistry A-Level,N,Chemistry,,,,,,9,N,Y,Y,N,N,N,N,,,
B7.4,https://isaacphysics.org/questions/chem_16_b7_4,,Chemistry A-Level,N,Chemistry,,,,,,3,N,N,Y,N,N,N,N,,,
B8.1,https://isaacphysics.org/questions/chem_16_b8_1,,Chemistry A-Level,N,Chemistry,,,,,,4,N,N,Y,N,N,N,N,,,
B8.2,https://isaacphysics.org/questions/chem_16_b8_2,,Chemistry A-Level,N,Chemistry,,,,,,4,N,N,Y,N,N,N,N,,,
B8.3,https://isaacphysics.org/questions/chem_16_b8_3,,Chemistry A-Level,N,Chemistry,,,,,,4,N,N,Y,N,N,N,N,,,
B8.4,https://isaacphysics.org/questions/chem_16_b8_4,,Chemistry A-Level,N,Chemistry,,,,,,5,N,N,Y,N,N,N,N,,,
C1.1,https://isaacphysics.org/questions/chem_16_c1_1,,Chemistry A-Level,N,Chemistry,,,,,,4,N,Y,Y,Y,N,N,N,,,
C1.2,https://isaacphysics.org/questions/chem_16_c1_2,,Chemistry A-Level,N,Chemistry,,,,,,6,N,N,Y,N,N,N,N,,,
C1.3,https://isaacphysics.org/questions/chem_16_c1_3,,Chemistry A-Level,N,Chemistry,,,,,,6,N,N,Y,N,N,N,N,,Free Energy,
C1.4,https://isaacphysics.org/questions/chem_16_c1_4,,Chemistry A-Level,N,Chemistry,,,,,,2,N,N,Y,N,N,N,N,,"Charged Massive Shell, Gradient of Potential Energy, Gravity on a Disc World, Modelling Earth's Gravity, Space Missions and Lagrangian Points, Star Potential Energy",
C1.5,https://isaacphysics.org/questions/chem_16_c1_5,,Chemistry A-Level,N,Chemistry,,,,,,4,N,N,Y,N,N,N,N,,"Exploring Astronaut, Orbit of a Satellite",
C1.6,https://isaacphysics.org/questions/chem_16_c1_6,,Chemistry A-Level,N,Chemistry,,,,,,5,N,N,Y,N,N,N,N,,,
C1.7,https://isaacphysics.org/questions/chem_16_c1_7,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,,
C1.8,https://isaacphysics.org/questions/chem_16_c1_8,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,Screaming Jelly Babies,
C1.9,https://isaacphysics.org/questions/chem_16_c1_9,,Chemistry A-Level,N,Chemistry,,,,,,2,N,N,Y,N,N,N,N,,"Different Spring Circuit, Similar Spring Circuit, Spring Triangle",
C2.1,https://isaacphysics.org/questions/chem_16_c2_1,,Chemistry A-Level,N,Chemistry,,,,,,3,N,N,Y,N,N,N,N,,"Different Spring Circuit, Different Spring Circuit, Similar Spring Circuit, Spring Triangle",
C2.10,https://isaacphysics.org/questions/chem_16_c2_10,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,"Different Spring Circuit, Similar Spring Circuit, Spring Triangle",
C2.2,https://isaacphysics.org/questions/chem_16_c2_2,,Chemistry A-Level,N,Chemistry,,,,,,1,N,Y,N,N,N,N,N,,"Chopping up Springs, Sphere under Gravity, Test of Strength, The Weighing Machine",
C2.3,https://isaacphysics.org/questions/chem_16_c2_3,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,"Chopping up Springs, Sphere under Gravity, Test of Strength, The Weighing Machine",
C2.4,https://isaacphysics.org/questions/chem_16_c2_4,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,"A Diatomic Molecule, Different Spring Circuit, Spinning Bungee",
C2.5,https://isaacphysics.org/questions/chem_16_c2_5,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,"A Diatomic Molecule, Different Spring Circuit, Different Spring Circuit, Geostationary Orbit",
C2.6,https://isaacphysics.org/questions/chem_16_c2_6,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,"A Simple Pendulum, Different Spring Circuit, Different Spring Circuit, Orbiting the Moon, Similar Spring Circuit",
C2.7,https://isaacphysics.org/questions/chem_16_c2_7,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,"A Simple Pendulum, Different Spring Circuit, Orbiting the Moon, SHM of a Wire Loop, Similar Spring Circuit",
C2.8,https://isaacphysics.org/questions/chem_16_c2_8,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,"Different Spring Circuit, Elastic Circular Motion, SHM of a Wire Loop, Similar Spring Circuit, Spring Triangle",
C2.9,https://isaacphysics.org/questions/chem_16_c2_9,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,"Chopping up Springs, Chopping up Springs, Sphere under Gravity, Test of Strength, The Weighing Machine, The Weighing Machine",
C3.1,https://isaacphysics.org/questions/chem_16_c3_1,,Chemistry A-Level,N,Chemistry,,,,,,1,N,Y,N,N,N,N,N,,"Chopping up Springs, Chopping up Springs, Sphere under Gravity, Test of Strength, The Weighing Machine, The Weighing Machine",
C3.2,https://isaacphysics.org/questions/chem_16_c3_2,,Chemistry A-Level,N,Chemistry,,,,,,1,N,Y,N,N,N,N,N,,"Maximum Speed in SHM, Rolling Sphere vs. Cylinder, SHM Perpendicular to a Spring",
C3.3,https://isaacphysics.org/questions/chem_16_c3_3,,Chemistry A-Level,N,Chemistry,,,,,,3,N,N,Y,N,N,N,N,,"Flawed Gases, Gaseous Ideals",
D1.1,https://isaacphysics.org/questions/chem_16_d1_1,,Chemistry A-Level,N,Chemistry,,,,,,3,N,Y,Y,N,N,N,N,,"Energy Density of Propane, Gaseous Ideals",
D1.10,https://isaacphysics.org/questions/chem_16_d1_10,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,N,Y,N,N,N,,"Energy Density of Propane, Flawed Gases",
D1.2,https://isaacphysics.org/questions/chem_16_d1_2,,Chemistry A-Level,N,Chemistry,,,,,,3,N,Y,Y,N,N,N,N,,"Autoignition, Gas Sphere, Helium Balloon, LHC Maintenance, Mixture of Gases, Van der Waals Gas",
D1.3,https://isaacphysics.org/questions/chem_16_d1_3,,Chemistry A-Level,N,Chemistry,,,,,,9,N,N,Y,N,N,N,N,,"Autoignition, Fireworks!, Gas Sphere, LHC Maintenance, Mixture of Gases, Van der Waals Gas",
D1.4,https://isaacphysics.org/questions/chem_16_d1_4,,Chemistry A-Level,N,Chemistry,,,,,,5,N,N,Y,N,N,N,N,,"Autoignition, Fireworks!, Gas Sphere, Helium Balloon, LHC Maintenance, Mixture of Gases",
D1.5,https://isaacphysics.org/questions/chem_16_d1_5,,Chemistry A-Level,N,Chemistry,,,,,,2,N,Y,Y,N,N,N,N,,"Adiabatic Work, Fireworks!, Gas Sphere, Helium Balloon, LHC Maintenance, Mixture of Gases, Van der Waals Gas",
D1.6,https://isaacphysics.org/questions/chem_16_d1_6,,Chemistry A-Level,N,Chemistry,,,,,,6,N,Y,Y,N,N,N,N,,,
D1.7,https://isaacphysics.org/questions/chem_16_d1_7,,Chemistry A-Level,N,Chemistry,,,,,,5,N,N,N,Y,N,N,N,,,
D1.8,https://isaacphysics.org/questions/chem_16_d1_8,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,,
D1.9,https://isaacphysics.org/questions/chem_16_d1_9,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,Pulleys on a Table,
D2.1,https://isaacphysics.org/questions/chem_16_d2_1,,Chemistry A-Level,N,Chemistry,,,,,,3,N,N,Y,N,N,N,N,,"A Ballistic Pendulum, A Hailstorm, Hammer and Nail, Launching a Rocket",
D2.10,https://isaacphysics.org/questions/chem_16_d2_10,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,N,Y,N,N,N,,Two Skaters,
D2.2,https://isaacphysics.org/questions/chem_16_d2_2,,Chemistry A-Level,N,Chemistry,,,,,,3,N,N,Y,N,N,N,N,,"Cat's Eye, Collecting Light in a Funnel, Darkened Rain, Multiple Reflections in a Wedge, Periscope, Seeing Double, The Light Pipe",
D2.3,https://isaacphysics.org/questions/chem_16_d2_3,,Chemistry A-Level,N,Chemistry,,,,,,4,N,Y,N,N,N,N,N,,"Cat's Eye, Collecting Light in a Funnel, Corner Retroreflector, Multiple Reflections in a Wedge, Off the Optical Axis, Patch of Light, Walking past a window",
D2.4,https://isaacphysics.org/questions/chem_16_d2_4,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,"Cat's Eye, Multiple Reflections in a Wedge, Off the Optical Axis, Parabolic mirror, Patch of Light, Rayleigh Scattering, Seeing Double, Walking past a window",
D2.5,https://isaacphysics.org/questions/chem_16_d2_5,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,N,Y,N,N,N,,"Collecting Light in a Funnel, Corner Retroreflector, Illuminated Pond, Off the Optical Axis, Patch of Light, Seeing Double",
D2.6,https://isaacphysics.org/questions/chem_16_d2_6,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,"Deriving the Lensmaker's Equation, Illuminated Pond, Light Through Plastic, Optical Dipstick, Periscope, Redirecting Waves, The Anglerfish, Through the Looking Glass",
D2.7,https://isaacphysics.org/questions/chem_16_d2_7,,Chemistry A-Level,N,Chemistry,,,,,,3,N,N,Y,Y,N,N,N,,"Cat's Eye, Collecting Light in a Funnel, Corner Retroreflector, Illuminated Pond, Multiple Reflections in a Wedge, Off the Optical Axis, Parabolic mirror, Patch of Light, Seeing Double",
D2.8,https://isaacphysics.org/questions/chem_16_d2_8,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,"Echo Location, Noise Production, Passing Siren, Two Microphones, Waving Along",
D2.9,https://isaacphysics.org/questions/chem_16_d2_9,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,"Break Free, Cliff Reflection, Noise Production, Two Microphones",
D3.1,https://isaacphysics.org/questions/chem_16_d3_1,,Chemistry A-Level,N,Chemistry,,,,,,9,N,Y,N,N,N,N,N,,"Amplitude Modulation, Decibels, How Fast?, Light Pressure",
D3.2,https://isaacphysics.org/questions/chem_16_d3_2,,Chemistry A-Level,N,Chemistry,,,,,,6,N,Y,N,N,N,N,N,,"Collecting Light in a Funnel, Darkened Rain, Geometry and Inverse Square Laws, Illuminated Pond, Multiple Reflections in a Wedge, Off the Optical Axis, Rayleigh Scattering, Seeing Double, Walking past a window",
D3.3,https://isaacphysics.org/questions/chem_16_d3_3,,Chemistry A-Level,N,Chemistry,,,,,,1,N,Y,N,N,N,N,N,,,
D3.4,https://isaacphysics.org/questions/chem_16_d3_4,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,"Batteries and Resistors in Parallel, Current between Resistors, Measuring Resistances, Voltage Measurement",
D3.5,https://isaacphysics.org/questions/chem_16_d3_5,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,"Batteries and Resistors in Parallel, Current between Resistors, Current between Resistors, Measuring Resistances, Voltage Measurement",
