"File created on Wednesday, 25th November 2020.",,,,,,,,,,,,,,,,,,,,,
This information is provided as is. Please let us know of any mistakes or inaccuracies.,,,,,,,,,,,,,,,,,,,,,
Question Name:,URL:,Book Name?,Master Maths?,Replaced?,Subject:,Level:,Field:,Topic:,Number of Parts:,Contains Show/Hide Q?,Contains Multi Choice Q?,Contains Numeric Q?,Contains Symbolic Q?,Has Hints?,Has Video?,Has Diagram?,Required Practical,Related Questions:,Related Concepts:,Detailed Concept Sections:,Notes:
Tug o' War,https://isaacphysics.org/questions/tug_of_war,,N,,Physics,1,Mechanics,Statics,1,N,N,N,Y,Y,Y,Y,,"Ball Suspended by a Thread, Human Tower",Geometry - Angles and Triangles,,
Tug o' War,https://isaacphysics.org/questions/tug_of_war_num,,N,Y,Physics,1,Mechanics,Statics,1,N,N,Y,N,Y,Y,Y,,"Motion at a Constant Speed, Parachuting to Earth","Equilibrium, Force, Newton's First Law, Vectors - Describing and Adding Vectors",,
A Framework,https://isaacphysics.org/questions/framework,,N,,Physics,2,Mechanics,Statics,2,Y,N,Y,N,Y,N,Y,,Ball Suspended by a Thread,"Equilibrium, Force, Geometry - Shapes and their Properties, Newton's First Law, Vectors - Describing and Adding Vectors",,
A Parachutist,https://isaacphysics.org/questions/parachutist_resolving,,N,,Physics,2,Mechanics,Statics,1,N,N,Y,N,Y,Y,Y,,"Human Tower, Misbehaving Student, Shelf and Brackets","Equilibrium, Force, Newton's First Law, Vectors - Describing and Adding Vectors",,
An Anchored Buoy,https://isaacphysics.org/questions/buoy_and_anchor,,N,,Physics,2,Mechanics,Statics,1,N,N,Y,N,Y,Y,Y,Edexcel 4 (Use a falling-ball method to determine the viscosity of a liquid),"Ball Suspended by a Thread, Misbehaving Student","Equilibrium, Force, Newton's First Law, Vectors - Describing and Adding Vectors, Vectors - Resolving Vectors",,
Force on Table Legs,https://isaacphysics.org/questions/table_forces,,N,,Physics,2,Mechanics,Statics,2,N,N,Y,N,Y,Y,Y,,"Motion at a Constant Speed, Parachuting to Earth","Equilibrium, Force, Newton's First Law, Vectors - Describing and Adding Vectors",,
Hanging A Picture,https://isaacphysics.org/questions/hanging_picture,,N,,Physics,2,Mechanics,Statics,1,N,Y,N,N,Y,Y,Y,,"Thinking about Friction, Trapdoor","Force, Vectors - Resolving Vectors",,
Helicopter Rising,https://isaacphysics.org/questions/helicopter_rising,,N,,Physics,2,Mechanics,Statics,1,N,Y,N,N,Y,N,Y,,"Motion at a Constant Speed, Shelf and Brackets","Force, Vectors - Describing and Adding Vectors",,
Pulling out a Nail,https://isaacphysics.org/questions/pulling_nail,,N,,Physics,2,Mechanics,Statics,1,N,Y,N,N,Y,Y,Y,,"Block on a Rough Table, Human Tower","Equilibrium, Force, Newton's First Law, Vectors - Describing and Adding Vectors, Vectors - Resolving Vectors",,
Size of a Combined Force,https://isaacphysics.org/questions/size_combined_force,,N,,Physics,2,Mechanics,Statics,1,N,Y,N,N,Y,Y,Y,,"Block on a Rough Table, Human Tower","Equilibrium, Force, Newton's First Law, Vectors - Describing and Adding Vectors, Vectors - Resolving Vectors",,
Suspended Block,https://isaacphysics.org/questions/suspended_block,,N,Y,Physics,2,Mechanics,Statics,2,N,N,Y,N,Y,Y,Y,,,"Equilibrium, Force, Newton's First Law, Vectors - Describing and Adding Vectors, Vectors - Resolving Vectors",,
Suspended Block,https://isaacphysics.org/questions/suspended_block_sym,,N,,Physics,2,Mechanics,Statics,2,N,N,N,Y,Y,Y,Y,,"Hanging A Picture, Leaning Ladder, Pegs and String, Suspended Block, Towel on a Washing Line","Equilibrium, Force, Newton's First Law, Trigonometric Relationships, Vectors - Resolving Vectors",,
Towel on a Washing Line,https://isaacphysics.org/questions/towel_washing_line_num,,N,,Physics,2,Mechanics,Statics,1,N,N,Y,N,Y,Y,Y,,"Hanging A Picture, Leaning Ladder, Suspended Block","Equilibrium, Force, Newton's First Law, Trigonometric Relationships, Vectors - Resolving Vectors",,
Ball Suspended by a Thread,https://isaacphysics.org/questions/ball_on_thread,,N,Y,Physics,3,Mechanics,Statics,1,N,Y,N,N,Y,Y,Y,,"A Uniform Ladder, A Uniform Ladder, Child on a See-saw, Leaning Ladder","Equilibrium, Force, Moments or Torques, Newton's First Law",,
Ball Suspended by a Thread,https://isaacphysics.org/questions/ball_on_thread_sym,,N,,Physics,3,Mechanics,Statics,1,N,N,N,Y,Y,Y,Y,,"A Uniform Ladder, Child on a See-saw, Leaning Ladder","Equilibrium, Force, Moments or Torques, Newton's First Law",,
Bismar Scales,https://isaacphysics.org/questions/masses_pivot,,N,Y,Physics,3,Mechanics,Statics,1,N,N,Y,N,Y,Y,Y,,"A Hinged Rod, A Uniform Ladder, Leaning Ladder, Thinking about Friction","Equilibrium, Force, Friction, Newton's First Law, Newton's Second Law",,
Bismar Scales,https://isaacphysics.org/questions/masses_pivot_sym,,N,,Physics,3,Mechanics,Statics,1,N,N,N,Y,Y,Y,Y,,"A Hinged Rod, A Hinged Rod, Child on a See-saw, Weight of a Lorry","Equilibrium, Force, Moments or Torques, Newton's First Law",,
Block on a Rough Table,https://isaacphysics.org/questions/block_friction,,N,,Physics,3,Mechanics,Statics,1,N,N,Y,N,Y,Y,Y,,"A Hinged Rod, A Hinged Rod, Child on a See-saw, Weight of a Lorry","Equilibrium, Force, Moments or Torques, Newton's First Law",,
Metal Bar See-saw,https://isaacphysics.org/questions/metal_bar,,N,Y,Physics,3,Mechanics,Statics,2,N,N,Y,N,Y,Y,Y,,"Action and Reaction Pairs, Newton III","Force, Newton's Third Law",,
Metal Bar See-saw,https://isaacphysics.org/questions/metal_bar_sym,,N,,Physics,3,Mechanics,Statics,2,N,N,N,Y,Y,Y,Y,,"A Hinged Rod, A Uniform Ladder, Child on a See-saw, Leaning Ladder","Force, Moments or Torques, Vectors - Resolving Vectors",,
Parachuting to Earth,https://isaacphysics.org/questions/woman_parachuting,,N,,Physics,3,Mechanics,Statics,1,N,Y,N,N,Y,N,N,,"A Uniform Ladder, A Uniform Ladder, Leaning Ladder, Weight of a Lorry","Equilibrium, Force, Moments or Torques, Newton's First Law",,
Pushing on a Door,https://isaacphysics.org/questions/door_moments,,N,,Physics,3,Mechanics,Statics,1,N,Y,N,N,Y,Y,Y,,"A Uniform Ladder, A Uniform Ladder, Child on a See-saw, Leaning Ladder","Equilibrium, Force, Moments or Torques, Newton's First Law",,
Shelf and Brackets,https://isaacphysics.org/questions/shelf_brackets,,N,,Physics,3,Mechanics,Statics,2,N,N,Y,N,Y,Y,Y,,"A Uniform Ladder, A Uniform Ladder, Child on a See-saw, Leaning Ladder","Equilibrium, Force, Moments or Torques, Newton's First Law",,
Trailer Truck,https://isaacphysics.org/questions/trailer_truck,,N,Y,Physics,3,Mechanics,Statics,1,N,N,Y,N,Y,Y,Y,,"Double Decker Bus, Shelf and Brackets, Trapdoor, Trapdoor Moment","Equilibrium, Force, Moments or Torques, Newton's First Law, Trigonometric Relationships, Vectors - Resolving Vectors",,
Trailer Truck,https://isaacphysics.org/questions/trailer_truck_sym,,N,,Physics,3,Mechanics,Statics,1,N,N,N,Y,Y,Y,Y,,"Double Decker Bus, Trapdoor, Trapdoor Moment","Equilibrium, Moments or Torques, Newton's First Law, Trigonometric Relationships, Vectors - Resolving Vectors",,
Trapdoor,https://isaacphysics.org/questions/trapdoor,,N,,Physics,3,Mechanics,Statics,2,N,N,N,Y,Y,Y,Y,,"Double Decker Bus, Trapdoor, Trapdoor Moment","Force, Moments or Torques",,
Trapdoor,https://isaacphysics.org/questions/trapdoor_num,,N,Y,Physics,3,Mechanics,Statics,2,N,N,Y,N,Y,Y,Y,,"A Uniform Ladder, A Uniform Ladder, Bismar Scales, Lamina on a Table, Lamina on a Table, Leaning Ladder, Toppling Block, Two Rods and a Hinge","Equilibrium, Force, Friction, Moments or Torques, Newton's Second Law, Vectors - Resolving Vectors",,
Trapdoor Moment,https://isaacphysics.org/questions/horiz_trapdoor,,N,,Physics,3,Mechanics,Statics,1,N,Y,N,N,Y,N,Y,,"A Uniform Ladder, Bismar Scales, Lamina on a Table, Leaning Ladder, Toppling Block, Two Rods and a Hinge","Equilibrium, Force, Friction, Moments or Torques, Newton's Second Law, Vectors - Resolving Vectors",,
A Hinged Rod,https://isaacphysics.org/questions/hinged_rod,,N,,Physics,4,Mechanics,Statics,1,N,N,N,Y,Y,Y,Y,,"A Hinged Rod, A Hinged Rod, Block on a Rough Table, Lamina on a Table, Lamina on a Table, Leaning Ladder, Three Cylinders, Toppling Block","Equilibrium, Friction, Moments or Torques, Vectors - Resolving Vectors",,
A Hinged Rod,https://isaacphysics.org/questions/hinged_rod_num,,N,Y,Physics,4,Mechanics,Statics,1,N,N,Y,N,Y,Y,Y,,"A Hinged Rod, Block on a Rough Table, Lamina on a Table, Leaning Ladder, Three Collisions, Toppling Block","Equilibrium, Friction, Moments or Torques",,
A Uniform Ladder,https://isaacphysics.org/questions/uniform_ladder,,N,,Physics,4,Mechanics,Statics,5,N,Y,N,Y,Y,Y,Y,,"Block on a Rough Table, Careless Astronauts, Toppling Block, Weight of a Lorry","Centre of Mass, Equilibrium, Moments or Torques, Trigonometric Relationships",,
A Uniform Ladder,https://isaacphysics.org/questions/uniform_ladder_num,,N,Y,Physics,4,Mechanics,Statics,5,N,Y,Y,N,Y,Y,Y,,"A Hinged Rod, A Hinged Rod, A Uniform Ladder, A Uniform Ladder, Bead on a Wire, Leaning Ladder, Toppling Block, Trapdoor","Force, Friction, Moments or Torques, Newton's First Law, Trigonometric Relationships",,
Double Decker Bus,https://isaacphysics.org/questions/double_bus,,N,,Physics,4,Mechanics,Statics,3,N,N,Y,N,Y,Y,Y,,"A Hinged Rod, A Uniform Ladder, Bead on a Wire, Leaning Ladder, Toppling Block, Trapdoor","Force, Friction, Moments or Torques, Newton's First Law, Trigonometric Relationships",,
Lamina on a Table,https://isaacphysics.org/questions/lamina_table,,N,,Physics,4,Mechanics,Statics,1,N,N,N,Y,Y,Y,Y,,"A Hinged Rod, A Uniform Ladder, Lamina on a Table, Shelf and Brackets, Toppling Block, Two Rods and a Hinge","Force, Friction, Moments or Torques, Trigonometric Relationships, Vectors - Describing and Adding Vectors, Vectors - Resolving Vectors",,
Lamina on a Table,https://isaacphysics.org/questions/lamina_table_num,,N,Y,Physics,4,Mechanics,Statics,1,N,N,Y,N,Y,Y,Y,,"Parachuting to Earth, Two Cubes","Force, Newton's Third Law",,
Leaning Ladder,https://isaacphysics.org/questions/simple_ladder_leaning,,N,,Physics,4,Mechanics,Statics,1,N,Y,N,N,Y,Y,Y,,"A Uniform Ladder, A Uniform Ladder, Ball Suspended by a Thread, Prism, Spring Triangle","Equilibrium, Force, Newton's First Law, Trigonometric Relationships, Vectors - Describing and Adding Vectors, Vectors - Resolving Vectors",,
Newton III,https://isaacphysics.org/questions/newton_iii_cases,,N,,Physics,4,Mechanics,Statics,1,N,Y,N,N,Y,N,N,,"Ball Suspended by a Thread, Different Spring Circuit","Equilibrium, Force, Hooke's Law, Trigonometric Relationships, Vectors - Describing and Adding Vectors, Vectors - Resolving Vectors",,
Pegs and String,https://isaacphysics.org/questions/string_pegs,,N,,Physics,4,Mechanics,Statics,1,N,Y,N,N,Y,Y,Y,,"A Hinged Rod, A Uniform Ladder, Block on a Rough Table, Double Decker Bus, Lamina on a Table, Leaning Ladder, Two Rods and a Hinge, Weight of a Lorry","Equilibrium, Force, Friction, Moments or Torques, Vectors - Resolving Vectors",,
Spring Triangle,https://isaacphysics.org/questions/spring_triangle,,N,,Physics,4,Mechanics,Statics,1,N,Y,N,N,Y,Y,Y,,"Double Decker Bus, Toppling Block","Centre of Mass, Equilibrium, Moments or Torques",,
Toppling Block,https://isaacphysics.org/questions/block_topples,,N,,Physics,4,Mechanics,Statics,1,N,N,Y,N,Y,Y,Y,,"Climbing up a Corner, Festival Banner, Prism","Calculus - Differentiation, Friction, Newton's First Law",,
Weight of a Lorry,https://isaacphysics.org/questions/weighing_lorry,,N,,Physics,4,Mechanics,Statics,3,N,N,Y,N,Y,Y,Y,,Finger Balance,"Calculus - Differentiation, Equilibrium, Moments or Torques",,
Bead on a Wire,https://isaacphysics.org/questions/bead_on_wire,,N,,Physics,5,Mechanics,Statics,1,N,N,Y,N,Y,Y,Y,,"Bead on a Wire, Leaning Ladder, Prism, Pulley System","Equilibrium, Newton's First Law, Trigonometric Relationships, Vectors - Describing and Adding Vectors",,
Deep-Sea Submersible,https://isaacphysics.org/questions/bathysphere,,N,,Physics,5,Mechanics,Statics,1,N,Y,N,N,Y,N,Y,,"Bead on a Wire, Leaning Ladder, Prism, Pulley System","Equilibrium, Newton's First Law, Trigonometric Relationships, Vectors - Describing and Adding Vectors",,
Festival Banner,https://isaacphysics.org/questions/festival_banner,,N,,Physics,5,Mechanics,Statics,3,N,N,N,Y,Y,N,Y,,"Festival Banner, Pegs and String, Pyramid of Spheres, Two Rods and a Hinge","Equilibrium, Friction, Geometry - Angles and Triangles, Vectors - Resolving Vectors",,
Festival Banner,https://isaacphysics.org/questions/festival_banner_num,,N,Y,Physics,5,Mechanics,Statics,2,N,N,Y,N,Y,N,Y,,"Bead on a Wire, Festival Banner, Hanging a Non-uniform Bar, Pegs and String",Equilibrium,,
Prism,https://isaacphysics.org/questions/prism,,N,,Physics,5,Mechanics,Statics,1,N,Y,N,N,Y,Y,Y,,"A Hinged Rod, Three Cylinders, Three Spheres, Two Rods and a Hinge, Two Spheres","Equilibrium, Force, Moments or Torques, Newton's First Law, Newton's Third Law, Vectors - Resolving Vectors",,
Pulley System,https://isaacphysics.org/questions/pulleys,,N,,Physics,5,Mechanics,Statics,1,N,Y,N,N,Y,N,N,,"Double Decker Bus, Ice Roof, Two Rods and a Hinge","Centre of Mass, Moments or Torques",,
Rod and Circle,https://isaacphysics.org/questions/rod_and_circle,,N,,Physics,5,Mechanics,Statics,1,N,Y,N,N,Y,Y,Y,,"Ice Roof, T Shaped Pendulum","Centre of Mass, Moments or Torques",,
Space Monster Attack,https://isaacphysics.org/questions/space_monster_attack,,N,,Physics,5,Mechanics,Statics,4,N,N,N,Y,Y,Y,Y,,"A Hinged Rod, Rod and Circle, Rope between Inclines, Three Spheres, Two Rods and a Hinge","Equilibrium, Force, Friction, Moments or Torques",,
Space Monster Attack,https://isaacphysics.org/questions/space_monster_attack_num,,N,Y,Physics,5,Mechanics,Statics,4,N,N,Y,N,Y,Y,Y,,"Pegs and String, Three Cylinders, Two Rods and a Hinge, Two Spheres","Equilibrium, Force, Moments or Torques",,
Three Cylinders,https://isaacphysics.org/questions/three_cylinders,,N,,Physics,5,Mechanics,Statics,1,N,N,Y,N,Y,Y,Y,,"A Uniform Ladder, Pyramid of Spheres, Three Cylinders, Three Spheres, Two Spheres","Equilibrium, Force, Friction, Moments or Torques",,
Three Spheres,https://isaacphysics.org/questions/three_spheres,,N,,Physics,5,Mechanics,Statics,1,N,N,Y,N,Y,Y,Y,,"Discs on a Table, Three Cylinders, Two Rods and a Hinge","Friction, Moments or Torques, Newton's First Law, Vectors - Resolving Vectors",,
Two Rods and a Hinge,https://isaacphysics.org/questions/two_rods,,N,,Physics,5,Mechanics,Statics,1,N,N,Y,N,Y,Y,Y,,"Discs on a Table, Three Cylinders, Two Rods and a Hinge","Friction, Moments or Torques, Newton's First Law, Vectors - Resolving Vectors",,
A Cylinder Sliding down a Slope,https://isaacphysics.org/questions/cylinder_sliding_slope,,N,,Physics,6,Mechanics,Statics,2,N,N,N,Y,Y,N,Y,,"Road Collision, Rod and Circle, Two Rods and a Hinge","Friction, Newton's First Law, Newton's Third Law, Vectors - Resolving Vectors",,
A Cylinder Sliding down a Slope,https://isaacphysics.org/questions/cylinder_sliding_slope_num,,N,Y,Physics,6,Mechanics,Statics,2,N,N,Y,N,Y,N,Y,,"A Hinged Rod, Road Collision, Rod and Circle","Friction, Newton's First Law, Newton's Third Law, Vectors - Resolving Vectors",,
Climbing up a Corner,https://isaacphysics.org/questions/corner_climbing,,N,,Physics,6,Mechanics,Statics,2,N,N,Y,Y,Y,N,Y,,"A Hinged Rod, Angular Rod and Mass, Dropping a Mass on a Windmill, Festival Banner, Rod and Circle","Force, Moments or Torques, Newton's First Law, Vectors - Resolving Vectors",,
Climbing up a Corner,https://isaacphysics.org/questions/corner_climbing_num,,N,Y,Physics,6,Mechanics,Statics,2,N,N,Y,N,Y,N,Y,,"A Chain Sliding through a Tube, A Hinged Rod, A Hinged Rod, Festival Banner, Festival Banner","Calculus - Integrating Common Functions, Centre of Mass, Moments or Torques",,
Hanging a Non-uniform Bar,https://isaacphysics.org/questions/hanging_nonuniform_bar,,N,,Physics,6,Mechanics,Statics,1,N,N,Y,N,Y,Y,Y,,"A Chain Sliding through a Tube, A Hinged Rod, Festival Banner","Calculus - Integrating Common Functions, Centre of Mass, Moments or Torques",,
Ice Roof,https://isaacphysics.org/questions/ice_roof,,N,,Physics,6,Mechanics,Statics,1,N,N,N,Y,Y,N,N,,"Further Moments of Inertia, Moments of Inertia, The Weighing Machine, Three Cylinders, Three Spheres","Force, Newton's First Law, Vectors - Resolving Vectors",,
Ice Roof,https://isaacphysics.org/questions/ice_roof_num,,N,Y,Physics,6,Mechanics,Statics,1,N,N,Y,N,Y,N,N,,"Further Moments of Inertia, Moments of Inertia, Three Cylinders, Three Spheres","Force, Newton's First Law, Vectors - Resolving Vectors",,
Pyramid of Spheres,https://isaacphysics.org/questions/spheres_diff_sizes,,N,,Physics,6,Mechanics,Statics,3,N,N,Y,Y,Y,N,Y,,"A Dense Rod, A Hinged Rod, A Hinged Rod, Rod and Circle","Force, Hooke's Law, Moments or Torques, Newton's First Law, Newton's Third Law, Vectors - Resolving Vectors",,
Pyramid of Spheres,https://isaacphysics.org/questions/spheres_diff_sizes_num,,N,Y,Physics,6,Mechanics,Statics,3,N,N,Y,N,Y,N,Y,,"Festival Banner, Newton III, Pulley System, Tension in a Simple Pendulum","Force, Friction, Newton's First Law, Newton's Third Law, Vectors - Resolving Vectors",,
"Rods, Rings and Strings",https://isaacphysics.org/questions/rods_rings_string,,N,,Physics,6,Mechanics,Statics,1,N,N,Y,N,Y,N,Y,,"A Chain Sliding through a Tube, Three Cylinders, Three Spheres","Force, Friction",,
Rope between Inclines,https://isaacphysics.org/questions/rope_between_inclines,,N,,Physics,6,Mechanics,Statics,2,N,N,Y,N,Y,Y,Y,,"A Chain Sliding through a Tube, Three Cylinders, Three Spheres","Force, Friction",,
Stability of a Cube on a Cylinder,https://isaacphysics.org/questions/cube_on_cylinder,,N,,Physics,6,Mechanics,Statics,1,N,N,N,Y,Y,Y,Y,,"Bead on a Wire, Festival Banner, SHM In Two Dimensions","Calculus - Integrating Common Functions, Calculus - Integration by Substitution and by Parts, Differential Equations, Force, Newton's First Law",,
Stability of a Cube on a Cylinder,https://isaacphysics.org/questions/cube_on_cylinder_num,,N,Y,Physics,6,Mechanics,Statics,1,N,N,Y,N,Y,Y,Y,,"Force of a Bouncing Ball, Three Cylinders, Three Spheres","Friction, Moments or Torques, Newton's First Law, Newton's Third Law, Vectors - Resolving Vectors",,
Symmetric Hanging Chain,https://isaacphysics.org/questions/symmetric_chain_catenary_num,,N,,Physics,6,Mechanics,Statics,3,Y,N,Y,N,Y,Y,Y,,"Finding the Invisible, Light Beats, Multicoloured Pinhole, Out of the Shadows, X-ray Production","Electromagnetic Waves, Waves",,
Two Spheres,https://isaacphysics.org/questions/two_spheres,,N,,Physics,6,Mechanics,Statics,2,N,N,Y,N,Y,Y,Y,,"EM Frequencies, Multicoloured Pinhole, Out of the Shadows, Shifted Spectra",Electromagnetic Waves,,
EM Frequencies,https://isaacphysics.org/questions/electromagnetic_frequencies,,N,,Physics,1,Waves,Optics,3,N,Y,N,N,Y,N,N,,"Deriving the Lensmaker's Equation, Light Through Plastic, The Anglerfish, Twice Refracted, Vanishing Light, Wax Prism",Reflection and Refraction,"Reflection and Refraction (Refractive Index, Snell's Law)",
Finding the Invisible,https://isaacphysics.org/questions/searching_for_the_invisible,,N,,Physics,1,Waves,Optics,3,N,Y,N,N,Y,N,N,,"EM Frequencies, Out of the Shadows",Electromagnetic Waves,,
Light in the Atmosphere,https://isaacphysics.org/questions/bending_light_in_atmosphere,,N,,Physics,1,Waves,Optics,1,N,Y,N,N,Y,Y,N,"Edexcel 3 (Investigate refraction in glass blocks in terms of EM interactions with matter). OCR 8, AQA 9 (Investigate reflection of light of a plane mirror and refraction of light through a prism)","EM Frequencies, Finding the Invisible, Out of the Shadows",Ray Diagrams,,
Light on Surfaces,https://isaacphysics.org/questions/reflecting_and_absorbing_surfaces,,N,,Physics,1,Waves,Optics,2,N,Y,N,N,Y,N,N,"Edexcel 4, AQA 10 (Investigate how different surfaces affect the amount of thermal energy radiated or absorbed). AQA 2 (Investigate the effectiveness of different materials as thermal insulators)","EM Frequencies, Finding the Invisible, Multicoloured Pinhole, Polarising View, Waves at Sea",Ray Diagrams,,
Multicoloured Pinhole,https://isaacphysics.org/questions/multicoloured_pinhole,,N,,Physics,1,Waves,Optics,2,N,Y,N,N,Y,Y,N,,"Deriving the Lensmaker's Equation, Light Through Plastic, Light in the Atmosphere, Optical Dipstick, The Anglerfish, Twice Refracted, Vanishing Light",Reflection and Refraction,Reflection and Refraction (Refractive Index),
Out of the Shadows,https://isaacphysics.org/questions/out_of_the_shadows,,N,,Physics,1,Waves,Optics,3,N,Y,Y,N,Y,Y,Y,,"Deriving the Lensmaker's Equation, Floating on Mercury, Light Through Plastic, Light in the Atmosphere, Twice Refracted, Vanishing Light, Wax Prism","Ray Diagrams, Reflection and Refraction",,
Refractive Index,https://isaacphysics.org/questions/refractive_index,,N,,Physics,1,Waves,Optics,1,N,N,Y,N,Y,Y,N,"Edexcel 3 (Investigate refraction in glass blocks in terms of EM interactions with matter). OCR 8, AQA 9 (Investigate reflection of light of a plane mirror and refraction of light through a prism)","Deriving the Lensmaker's Equation, Optical Dipstick, Refractive Index, The Anglerfish, Wax Prism",Reflection and Refraction,,
The Anglerfish,https://isaacphysics.org/questions/the_anglerfish,,N,,Physics,1,Waves,Optics,2,N,N,Y,N,Y,Y,Y,"Edexcel 3 (Investigate refraction in glass blocks in terms of EM interactions with matter). OCR 8, AQA 9 (Investigate reflection of light of a plane mirror and refraction of light through a prism)","Cat's Eye, Deriving the Lensmaker's Equation, Floating on Mercury, Light in the Atmosphere, Moon Halo, Optical Dipstick, Optical Path Difference, Periscope, Perpendicular Rays, Refractive Index, The Anglerfish, The Light Pipe, Twice Refracted, Vanishing Light","Reflection and Refraction, Waves",,
Vanishing Light,https://isaacphysics.org/questions/vanishing_light,,N,,Physics,1,Waves,Optics,1,N,N,Y,N,Y,Y,Y,"Edexcel 3 (Investigate refraction in glass blocks in terms of EM interactions with matter). OCR 8, AQA 9 (Investigate reflection of light of a plane mirror and refraction of light through a prism)","Electron Beam, Energy Levels, Light Pressure, Light on Surfaces, The Photoelectric Effect, X-ray Production",Photoelectric Effect,,
Wax Prism,https://isaacphysics.org/questions/wax_prism,,N,,Physics,1,Waves,Optics,2,N,Y,N,N,Y,Y,N,"Edexcel 3 (Investigate refraction in glass blocks in terms of EM interactions with matter). OCR 8, AQA 9 (Investigate reflection of light of a plane mirror and refraction of light through a prism)","Breakaway, EM Frequencies, Light Pressure, Shifted Spectra, The Photoelectric Effect","Electromagnetic Waves, Photoelectric Effect",Electromagnetic Waves (Continuous absorption and emission spectra),
Breakaway,https://isaacphysics.org/questions/breakaway,,N,,Physics,2,Waves,Optics,1,N,Y,N,N,Y,Y,N,,"Deriving the Lensmaker's Equation, Floating on Mercury, Light in the Atmosphere, Mirage, Optical Dipstick, Optical Path Difference, Periscope, Refractive Index, The Anglerfish","Reflection and Refraction, Trigonometric Relationships",,
Energy Levels,https://isaacphysics.org/questions/energy_levels,,N,,Physics,2,Waves,Optics,2,N,Y,Y,N,Y,Y,Y,"OCR 6 (Investigate quantum effects, e.g. determine Planck constant with LEDs)","Deriving the Lensmaker's Equation, Light Through Plastic, Off the Optical Axis, Optical Dipstick, Periscope, Prism Deviations, The Light Pipe, Twice Refracted",Reflection and Refraction,Reflection and Refraction (Total Internal Reflection),
Light Through Plastic,https://isaacphysics.org/questions/light_through_plastic,,N,,Physics,2,Waves,Optics,1,N,N,Y,N,Y,Y,Y,,"Deriving the Lensmaker's Equation, Floating on Mercury, Light Through Plastic, Redirecting Waves, The Light Pipe, Wax Prism",Reflection and Refraction,,
Mirage,https://isaacphysics.org/questions/mirage,,N,,Physics,2,Waves,Optics,2,N,N,Y,N,Y,Y,Y,,"Light Has the Power, Polarising View, Polaroid",Polarisation,Polarisation (Polarising filters),
Optical Dipstick,https://isaacphysics.org/questions/optical_dipstick,,N,,Physics,2,Waves,Optics,2,N,N,Y,N,Y,Y,N,,"Birefringence, Polarised Power, Polaroid","Polarisation, Waves",,
Polarised Power,https://isaacphysics.org/questions/polarised_power,,N,,Physics,2,Waves,Optics,1,N,Y,N,N,Y,Y,Y,,"EM Frequencies, Energy Levels, Flying in Circles, Passing Siren","Doppler Effect, Electromagnetic Waves",,
Polarising View,https://isaacphysics.org/questions/polarisation_rotation,,N,,Physics,2,Waves,Optics,2,N,N,Y,N,Y,Y,Y,,"Breakaway, EM Frequencies, Energy Levels, Light Pressure, X-ray Production","Conservation of Energy, Electromagnetic Waves, Photoelectric Effect",,
Shifted Spectra,https://isaacphysics.org/questions/doppler_spectral_lines,,N,,Physics,2,Waves,Optics,2,N,N,Y,N,Y,Y,Y,,"Deriving the Lensmaker's Equation, Light Through Plastic, Light in the Atmosphere, Mirage, Periscope, Refractive Index, The Anglerfish",Reflection and Refraction,,
The Photoelectric Effect,https://isaacphysics.org/questions/the_photoelectric_effect,,N,,Physics,2,Waves,Optics,3,N,N,Y,N,Y,Y,N,"OCR 6 (Investigate quantum effects, e.g. determine Planck constant with LEDs)","Air Sandwich, Optical Path Difference, Polarising View, Polaroid","Polarisation, Reflection and Refraction, Superposition, Waves","Reflection and Refraction (Refractive Index), Superposition (Path and Phase Difference), Waves (Phase and Phasors)",
Twice Refracted,https://isaacphysics.org/questions/twice_refracted,,N,,Physics,2,Waves,Optics,1,N,Y,N,N,Y,Y,Y,,"Camera Lens, Corner Retroreflector, Floating on Mercury, Light Up A Mirror, Patch of Light, Rayleigh Scattering","Lenses, Ray Diagrams",,
Birefringence,https://isaacphysics.org/questions/birefringence,,N,,Physics,3,Waves,Optics,2,N,N,Y,N,Y,Y,N,,"Deriving the Lensmaker's Equation, Illuminated Pond, Light Through Plastic, Optical Dipstick, Periscope, Redirecting Waves, The Anglerfish",Reflection and Refraction,"Reflection and Refraction (Incidence and Reflection, Refractive Index, Snell's Law, Total Internal Reflection)",
Darkened Rain,https://isaacphysics.org/questions/dark_rain,,N,,Physics,3,Waves,Optics,1,N,Y,N,N,Y,N,Y,,"Cat's Eye, Deriving the Lensmaker's Equation, Mirage, Optical Dipstick, Perpendicular Rays, Prism Deviations, Seeing Double",Reflection and Refraction,,
Floating on Mercury,https://isaacphysics.org/questions/floating_on_mercury,,N,,Physics,3,Waves,Optics,2,N,N,Y,N,Y,Y,Y,,"Changing Perspective, Corner Retroreflector, Deriving the Lensmaker's Equation, Floating on Mercury, Illuminated Pond, Light Through Plastic, Mirage, Moon Halo, The Light Pipe, Triple Trouble, Twice Refracted","Ray Diagrams, Reflection and Refraction",Reflection and Refraction (Total Internal Reflection),
Moon Halo,https://isaacphysics.org/questions/moon_halo,,N,,Physics,3,Waves,Optics,1,N,N,Y,N,Y,Y,Y,,"Cat's Eye, Deriving the Lensmaker's Equation, Floating on Mercury, Moon Halo, Off the Optical Axis, Prism Deviations, The Light Pipe",Reflection and Refraction,,
